figure_id,panel_id,candidate_id,evidence_level,model_layer,source_file,source_table,source_branch_or_commit,units_reference,human_readable_label_reference,derivation_notes,property_id,design_stage,exact_behavior_class,fast_firing_pass_exact,two_step_pass_exact,exact_fast_attained,exact_two_attained,R_fast_exact,span_fast_1p5_exact,reduction_TS_exact,span_TS_20_exact,Chen_window_width_C_exact,lower_boundary_present_exact,upper_boundary_present_exact,closed_store_positive_exact,surrogate_both_flag,exact_both_flag,Q_nuc_delta_kJ,Q_exchange_delta_kJ,Q_transport_delta_kJ,Q_growth_delta_kJ,Q_PR_delta_kJ,Q_closed_delta_kJ,k_nuc_factor,k_exchange_factor,k_transport_factor,k_growth_factor,k_PR_factor,k_closed_factor,Theta_nuc,S_closed_growth,Pi_PR,closed_fraction_at_switch,closed_accommodation_fraction,low_activity_exposure,PR_preparation_memory,growth_activation_number,surrogate_predicted_class,exact_class
Figure 7,phase_points,693168.0,diagnostic,final_synthesis,results/relative_material_property_window_attribution/source_tables/material_property_window_exact_promotions.csv,exact promoted union with saved screening axes,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Exact-promoted points only; surrogate values are labels/axes, not final evidence.",BASE,base,both_pass,True,True,True,True,1.7961615996597604,0.1700000000000001,0.9062874073435776,0.0299999999999966,250.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1067.44319,3.85182129,3.92789764e-21,0.649417504348451,0.1674003340096851,39434.8968,6.87979781e-19,0.951331725,,both_pass
Figure 7,phase_points,,diagnostic,final_synthesis,results/relative_material_property_window_attribution/source_tables/material_property_window_exact_promotions.csv,exact promoted union with saved screening axes,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Exact-promoted points only; surrogate values are labels/axes, not final evidence.",LHS00012,LHS,neither,False,,True,,6.0757391510799765,0.1700000000000001,,,,,,False,True,False,-36.4775742,-60.3630605,63.7432719,-57.8249435,14.3466012,68.8371229,1.99939957,11.9689938,5.38072524,19.1552068,1.80253662,0.628001389,86.6487236,0.0594670839,3.4143992899999997e-22,,,38907.8359,4.585716549999999e-19,0.419811505,,neither
Figure 7,phase_points,,diagnostic,final_synthesis,results/relative_material_property_window_attribution/source_tables/material_property_window_exact_promotions.csv,exact promoted union with saved screening axes,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Exact-promoted points only; surrogate values are labels/axes, not final evidence.",LHS00019,LHS,fast_only,True,,True,,2.1322674707964584,0.1700000000000001,,,,,,False,True,False,9.76621138,56.0733462,-73.7025496,-79.8349932,36.9682047,92.4682712,0.864567175,0.505123702,28.6125693,1.26007912,0.283930745,1.44108556,70.9191237,1.58139881,1.32873394e-23,,,38841.9815,1.561419e-20,0.906105873,,fast_only
Figure 7,phase_points,,diagnostic,final_synthesis,results/relative_material_property_window_attribution/source_tables/material_property_window_exact_promotions.csv,exact promoted union with saved screening axes,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Exact-promoted points only; surrogate values are labels/axes, not final evidence.",LHS00022,LHS,fast_only,True,,True,,1.9312753668563456,0.1670000000000001,,,,,,False,True,False,99.668156,6.08489076,-9.70679555,-34.5740871,-16.1077412,-30.6769306,19.7153979,9.30477511,0.05232471,22.2729206,0.0915631671,1.92579979,7451.74644,0.32541455,3.0761912600000003e-21,,,39477.2964,1.87100124e-19,0.416756577,,fast_only
Figure 7,phase_points,693168.0,diagnostic,final_synthesis,results/relative_material_property_window_attribution/source_tables/material_property_window_exact_promotions.csv,exact promoted union with saved screening axes,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Exact-promoted points only; surrogate values are labels/axes, not final evidence.",LHS00026,LHS,neither,,False,,True,,,0.8074889729178996,0.0299999999999966,500.0,False,False,True,False,False,-22.6321804,24.7012362,33.2661694,-19.6967129,71.8279104,-46.7728095,1.26695523,2.57668212,0.0527758683,0.0305614966,9.32674636,8.8635306,8.77113924,1312.24039,2.79321793e-23,0.718512626418795,0.0010193689253823,35319.2042,4.41755833e-20,0.998245367,,neither
Figure 7,phase_points,,diagnostic,final_synthesis,results/relative_material_property_window_attribution/source_tables/material_property_window_exact_promotions.csv,exact promoted union with saved screening axes,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Exact-promoted points only; surrogate values are labels/axes, not final evidence.",LHS00034,LHS,fast_only,True,,True,,1.8462619637645812,0.1700000000000001,,,,,,False,False,False,-59.9632506,47.2407455,-2.61841022,-72.1133355,-88.8395903,69.6100964,16.2344126,0.0482402616,9.39890996,23.3567738,3.35253385,0.723603577,0.375362736,0.0513806621,3.78191958e-21,,,15854.363,1.2804752e-16,0.352786363,,fast_only
Figure 7,phase_points,,diagnostic,final_synthesis,results/relative_material_property_window_attribution/source_tables/material_property_window_exact_promotions.csv,exact promoted union with saved screening axes,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Exact-promoted points only; surrogate values are labels/axes, not final evidence.",LHS00040,LHS,fast_only,True,,True,,1.8167087481984243,0.1700000000000001,,,,,,False,False,False,50.2041482,-2.65068292,27.4719981,-10.8339013,51.573085,47.2516412,5.6712801,14.7143905,19.672432,22.8871432,0.611593715,0.411095355,724.246818,0.0489812935,7.75543011e-22,,,39371.0227,1.35547062e-20,0.444688618,,fast_only
Figure 7,phase_points,,diagnostic,final_synthesis,results/relative_material_property_window_attribution/source_tables/material_property_window_exact_promotions.csv,exact promoted union with saved screening axes,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Exact-promoted points only; surrogate values are labels/axes, not final evidence.",LHS00044,LHS,fast_only,True,,True,,2.331176881081465,0.1700000000000001,,,,,,False,False,False,64.1907647,53.3480499,-17.7562535,-73.394304,-93.8485105,-53.8452777,14.3946173,1.87364103,4.77108582,1.60176097,0.0955633714,7.26824125,90.7047666,15.5603302,1.4020843e-20,,,38787.9466,3.44782788e-17,0.887489828,,fast_only
Figure 7,phase_points,,diagnostic,final_synthesis,results/relative_material_property_window_attribution/source_tables/material_property_window_exact_promotions.csv,exact promoted union with saved screening axes,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Exact-promoted points only; surrogate values are labels/axes, not final evidence.",LHS00048,LHS,fast_only,True,,True,,2.1316607715936584,0.1700000000000001,,,,,,False,True,False,24.1810896,-36.1366707,-34.002583,-69.370242,18.4819205,-14.1358068,0.566286891,1.1691765,8.23597374,0.283628478,0.357672343,3.41066522,161808.175,33.3526675,1.95400625e-19,,,39493.0846,7.15497479e-20,0.978552637,,fast_only
Figure 7,phase_points,,diagnostic,final_synthesis,results/relative_material_property_window_attribution/source_tables/material_property_window_exact_promotions.csv,exact promoted union with saved screening axes,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Exact-promoted points only; surrogate values are labels/axes, not final evidence.",LHS00052,LHS,neither,False,,True,,2.258609701280407,0.1700000000000001,,,,,,False,True,False,32.2616378,-3.98054991,69.470336,-71.1678217,54.5739814,29.1261393,0.585418594,8.50151721,10.4356831,0.581791823,14.153066,8.44760963,3046.57807,30.807474,1.43338115e-20,,,39469.0672,2.62247089e-19,0.956534011,,neither
