case_id,G0_nm,T1_C,rho_switch,growth_tolerance,T_lower_density_C,T_upper_no_growth_C,T_success_lower_C,T_success_upper_C,window_width_C,n_success
default_evolving,75.0,1350.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
default_evolving,75.0,1350.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
default_evolving,75.0,1350.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
default_evolving,75.0,1350.0,0.8,0.1,1275.0,1125.0,nan,nan,nan,0
default_evolving,75.0,1350.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
default_evolving,75.0,1350.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
default_evolving,100.0,1250.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
default_evolving,100.0,1250.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
default_evolving,100.0,1250.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
default_evolving,100.0,1250.0,0.8,0.1,1275.0,1125.0,nan,nan,nan,0
default_evolving,100.0,1250.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
default_evolving,100.0,1250.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
default_evolving,100.0,1300.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
default_evolving,100.0,1300.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
default_evolving,100.0,1300.0,0.8,0.05,1275.0,1125.0,nan,nan,nan,0
default_evolving,100.0,1300.0,0.8,0.1,1275.0,1150.0,nan,nan,nan,0
default_evolving,100.0,1300.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
default_evolving,100.0,1300.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
default_evolving,100.0,1350.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
default_evolving,100.0,1350.0,0.75,0.1,1275.0,1150.0,nan,nan,nan,0
default_evolving,100.0,1350.0,0.8,0.05,1275.0,1125.0,nan,nan,nan,0
default_evolving,100.0,1350.0,0.8,0.1,1275.0,1150.0,nan,nan,nan,0
default_evolving,100.0,1350.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
default_evolving,100.0,1350.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
default_evolving,150.0,1250.0,0.75,0.05,1275.0,1125.0,nan,nan,nan,0
default_evolving,150.0,1250.0,0.75,0.1,1275.0,1150.0,nan,nan,nan,0
default_evolving,150.0,1250.0,0.8,0.05,1275.0,1125.0,nan,nan,nan,0
default_evolving,150.0,1250.0,0.8,0.1,1275.0,1150.0,nan,nan,nan,0
default_evolving,150.0,1250.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
default_evolving,150.0,1250.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
default_evolving,150.0,1300.0,0.75,0.05,1275.0,1125.0,nan,nan,nan,0
default_evolving,150.0,1300.0,0.75,0.1,1275.0,1150.0,nan,nan,nan,0
default_evolving,150.0,1300.0,0.8,0.05,1275.0,1125.0,nan,nan,nan,0
default_evolving,150.0,1300.0,0.8,0.1,1275.0,1150.0,nan,nan,nan,0
default_evolving,150.0,1300.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
default_evolving,150.0,1300.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
default_evolving,150.0,1350.0,0.75,0.05,1275.0,1125.0,nan,nan,nan,0
default_evolving,150.0,1350.0,0.75,0.1,1275.0,1150.0,nan,nan,nan,0
default_evolving,150.0,1350.0,0.8,0.05,1275.0,1125.0,nan,nan,nan,0
default_evolving,150.0,1350.0,0.8,0.1,1275.0,1150.0,nan,nan,nan,0
default_evolving,150.0,1350.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
default_evolving,150.0,1350.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
default_evolving,225.0,1250.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
default_evolving,225.0,1250.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
default_evolving,225.0,1250.0,0.8,0.05,1250.0,1125.0,nan,nan,nan,0
default_evolving,225.0,1250.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
default_evolving,225.0,1250.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
default_evolving,225.0,1250.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
default_evolving,225.0,1300.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
default_evolving,225.0,1300.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
default_evolving,225.0,1300.0,0.8,0.05,1250.0,1125.0,nan,nan,nan,0
default_evolving,225.0,1300.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
default_evolving,225.0,1300.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
default_evolving,225.0,1300.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
default_evolving,225.0,1350.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
default_evolving,225.0,1350.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
default_evolving,225.0,1350.0,0.8,0.05,1250.0,1125.0,nan,nan,nan,0
default_evolving,225.0,1350.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
default_evolving,225.0,1350.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
default_evolving,225.0,1350.0,0.85,0.1,1250.0,1175.0,nan,nan,nan,0
default_evolving,300.0,1250.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
default_evolving,300.0,1250.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
default_evolving,300.0,1250.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,300.0,1250.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
default_evolving,300.0,1250.0,0.85,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,300.0,1250.0,0.85,0.1,1250.0,1175.0,nan,nan,nan,0
default_evolving,300.0,1300.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
default_evolving,300.0,1300.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
default_evolving,300.0,1300.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,300.0,1300.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
default_evolving,300.0,1300.0,0.85,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,300.0,1300.0,0.85,0.1,1250.0,1175.0,nan,nan,nan,0
default_evolving,300.0,1350.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
default_evolving,300.0,1350.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
default_evolving,300.0,1350.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,300.0,1350.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
default_evolving,300.0,1350.0,0.85,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,300.0,1350.0,0.85,0.1,1250.0,1175.0,nan,nan,nan,0
default_evolving,450.0,1250.0,0.75,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,450.0,1250.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
default_evolving,450.0,1250.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,450.0,1250.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
default_evolving,450.0,1250.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
default_evolving,450.0,1250.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
default_evolving,450.0,1300.0,0.75,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,450.0,1300.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
default_evolving,450.0,1300.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,450.0,1300.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
default_evolving,450.0,1300.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
default_evolving,450.0,1300.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
default_evolving,450.0,1350.0,0.75,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,450.0,1350.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
default_evolving,450.0,1350.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,450.0,1350.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
default_evolving,450.0,1350.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
default_evolving,450.0,1350.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
default_evolving,600.0,1250.0,0.75,0.05,1250.0,1175.0,nan,nan,nan,0
default_evolving,600.0,1250.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
default_evolving,600.0,1250.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,600.0,1250.0,0.8,0.1,1250.0,1200.0,nan,nan,nan,0
default_evolving,600.0,1250.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
default_evolving,600.0,1250.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
default_evolving,600.0,1300.0,0.75,0.05,1250.0,1175.0,nan,nan,nan,0
default_evolving,600.0,1300.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
default_evolving,600.0,1300.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,600.0,1300.0,0.8,0.1,1250.0,1200.0,nan,nan,nan,0
default_evolving,600.0,1300.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
default_evolving,600.0,1300.0,0.85,0.1,1225.0,1200.0,nan,nan,nan,0
default_evolving,600.0,1350.0,0.75,0.05,1250.0,1175.0,nan,nan,nan,0
default_evolving,600.0,1350.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
default_evolving,600.0,1350.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
default_evolving,600.0,1350.0,0.8,0.1,1250.0,1200.0,nan,nan,nan,0
default_evolving,600.0,1350.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
default_evolving,600.0,1350.0,0.85,0.1,1225.0,1200.0,nan,nan,nan,0
static_GBseg_rich,50.0,1250.0,0.75,0.05,1225.0,1075.0,nan,nan,nan,0
static_GBseg_rich,50.0,1250.0,0.75,0.1,1225.0,1100.0,nan,nan,nan,0
static_GBseg_rich,50.0,1250.0,0.8,0.05,1225.0,1075.0,nan,nan,nan,0
static_GBseg_rich,50.0,1250.0,0.8,0.1,1225.0,1100.0,nan,nan,nan,0
static_GBseg_rich,50.0,1250.0,0.85,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,50.0,1250.0,0.85,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,50.0,1300.0,0.75,0.05,1225.0,1075.0,nan,nan,nan,0
static_GBseg_rich,50.0,1300.0,0.75,0.1,1225.0,1100.0,nan,nan,nan,0
static_GBseg_rich,50.0,1300.0,0.8,0.05,1225.0,1075.0,nan,nan,nan,0
static_GBseg_rich,50.0,1300.0,0.8,0.1,1225.0,1100.0,nan,nan,nan,0
static_GBseg_rich,50.0,1300.0,0.85,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,50.0,1300.0,0.85,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,50.0,1350.0,0.75,0.05,1225.0,1075.0,nan,nan,nan,0
static_GBseg_rich,50.0,1350.0,0.75,0.1,1225.0,1100.0,nan,nan,nan,0
static_GBseg_rich,50.0,1350.0,0.8,0.05,1225.0,1075.0,nan,nan,nan,0
static_GBseg_rich,50.0,1350.0,0.8,0.1,1225.0,1100.0,nan,nan,nan,0
static_GBseg_rich,50.0,1350.0,0.85,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,50.0,1350.0,0.85,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,75.0,1250.0,0.75,0.05,1225.0,1100.0,nan,nan,nan,0
static_GBseg_rich,75.0,1250.0,0.75,0.1,1225.0,1125.0,nan,nan,nan,0
static_GBseg_rich,75.0,1250.0,0.8,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,75.0,1250.0,0.8,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,75.0,1250.0,0.85,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,75.0,1250.0,0.85,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,75.0,1300.0,0.75,0.05,1225.0,1100.0,nan,nan,nan,0
static_GBseg_rich,75.0,1300.0,0.75,0.1,1225.0,1125.0,nan,nan,nan,0
static_GBseg_rich,75.0,1300.0,0.8,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,75.0,1300.0,0.8,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,75.0,1300.0,0.85,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,75.0,1300.0,0.85,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,75.0,1350.0,0.75,0.05,1225.0,1100.0,nan,nan,nan,0
static_GBseg_rich,75.0,1350.0,0.75,0.1,1225.0,1125.0,nan,nan,nan,0
static_GBseg_rich,75.0,1350.0,0.8,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,75.0,1350.0,0.8,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,75.0,1350.0,0.85,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,75.0,1350.0,0.85,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,100.0,1250.0,0.75,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,100.0,1250.0,0.75,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,100.0,1250.0,0.8,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,100.0,1250.0,0.8,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,100.0,1250.0,0.85,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,100.0,1250.0,0.85,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,100.0,1300.0,0.75,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,100.0,1300.0,0.75,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,100.0,1300.0,0.8,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,100.0,1300.0,0.8,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,100.0,1300.0,0.85,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,100.0,1300.0,0.85,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,100.0,1350.0,0.75,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,100.0,1350.0,0.75,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,100.0,1350.0,0.8,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,100.0,1350.0,0.8,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,100.0,1350.0,0.85,0.05,1200.0,1100.0,nan,nan,nan,0
static_GBseg_rich,100.0,1350.0,0.85,0.1,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,150.0,1250.0,0.75,0.05,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,150.0,1250.0,0.75,0.1,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,150.0,1250.0,0.8,0.05,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,150.0,1250.0,0.8,0.1,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,150.0,1250.0,0.85,0.05,1175.0,1125.0,nan,nan,nan,0
static_GBseg_rich,150.0,1250.0,0.85,0.1,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,150.0,1300.0,0.75,0.05,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,150.0,1300.0,0.75,0.1,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,150.0,1300.0,0.8,0.05,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,150.0,1300.0,0.8,0.1,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,150.0,1300.0,0.85,0.05,1175.0,1125.0,nan,nan,nan,0
static_GBseg_rich,150.0,1300.0,0.85,0.1,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,150.0,1350.0,0.75,0.05,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,150.0,1350.0,0.75,0.1,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,150.0,1350.0,0.8,0.05,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,150.0,1350.0,0.8,0.1,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,150.0,1350.0,0.85,0.05,1175.0,1125.0,nan,nan,nan,0
static_GBseg_rich,150.0,1350.0,0.85,0.1,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,225.0,1250.0,0.75,0.05,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,225.0,1250.0,0.75,0.1,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,225.0,1250.0,0.8,0.05,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,225.0,1250.0,0.8,0.1,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,225.0,1250.0,0.85,0.05,1175.0,1125.0,nan,nan,nan,0
static_GBseg_rich,225.0,1250.0,0.85,0.1,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,225.0,1300.0,0.75,0.05,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,225.0,1300.0,0.75,0.1,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,225.0,1300.0,0.8,0.05,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,225.0,1300.0,0.8,0.1,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,225.0,1300.0,0.85,0.05,1175.0,1125.0,nan,nan,nan,0
static_GBseg_rich,225.0,1300.0,0.85,0.1,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,225.0,1350.0,0.75,0.05,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,225.0,1350.0,0.75,0.1,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,225.0,1350.0,0.8,0.05,1200.0,1125.0,nan,nan,nan,0
static_GBseg_rich,225.0,1350.0,0.8,0.1,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,225.0,1350.0,0.85,0.05,1175.0,1125.0,nan,nan,nan,0
static_GBseg_rich,225.0,1350.0,0.85,0.1,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,300.0,1250.0,0.75,0.05,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,300.0,1250.0,0.75,0.1,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,300.0,1250.0,0.8,0.05,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,300.0,1250.0,0.8,0.1,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,300.0,1250.0,0.85,0.05,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,300.0,1250.0,0.85,0.1,1175.0,1175.0,1175.0,1175.0,0.0,1
static_GBseg_rich,300.0,1300.0,0.75,0.05,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,300.0,1300.0,0.75,0.1,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,300.0,1300.0,0.8,0.05,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,300.0,1300.0,0.8,0.1,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,300.0,1300.0,0.85,0.05,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,300.0,1300.0,0.85,0.1,1175.0,1175.0,1175.0,1175.0,0.0,1
static_GBseg_rich,300.0,1350.0,0.75,0.05,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,300.0,1350.0,0.75,0.1,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,300.0,1350.0,0.8,0.05,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,300.0,1350.0,0.8,0.1,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,300.0,1350.0,0.85,0.05,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,300.0,1350.0,0.85,0.1,1175.0,1175.0,1175.0,1175.0,0.0,1
static_GBseg_rich,450.0,1250.0,0.75,0.05,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,450.0,1250.0,0.75,0.1,1200.0,1200.0,1200.0,1200.0,0.0,1
static_GBseg_rich,450.0,1250.0,0.8,0.05,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,450.0,1250.0,0.8,0.1,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,450.0,1250.0,0.85,0.05,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,450.0,1250.0,0.85,0.1,1175.0,1175.0,1175.0,1175.0,0.0,1
static_GBseg_rich,450.0,1300.0,0.75,0.05,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,450.0,1300.0,0.75,0.1,1200.0,1200.0,1200.0,1200.0,0.0,1
static_GBseg_rich,450.0,1300.0,0.8,0.05,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,450.0,1300.0,0.8,0.1,1200.0,1200.0,1200.0,1200.0,0.0,1
static_GBseg_rich,450.0,1300.0,0.85,0.05,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,450.0,1300.0,0.85,0.1,1175.0,1175.0,1175.0,1175.0,0.0,1
static_GBseg_rich,450.0,1350.0,0.75,0.05,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,450.0,1350.0,0.75,0.1,1200.0,1200.0,1200.0,1200.0,0.0,1
static_GBseg_rich,450.0,1350.0,0.8,0.05,1200.0,1150.0,nan,nan,nan,0
static_GBseg_rich,450.0,1350.0,0.8,0.1,1200.0,1200.0,1200.0,1200.0,0.0,1
static_GBseg_rich,450.0,1350.0,0.85,0.05,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,450.0,1350.0,0.85,0.1,1175.0,1175.0,1175.0,1175.0,0.0,1
static_GBseg_rich,600.0,1250.0,0.75,0.05,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,600.0,1250.0,0.75,0.1,1200.0,1200.0,1200.0,1200.0,0.0,1
static_GBseg_rich,600.0,1250.0,0.8,0.05,1175.0,1175.0,1175.0,1175.0,0.0,1
static_GBseg_rich,600.0,1250.0,0.8,0.1,1175.0,1200.0,1175.0,1200.0,25.0,2
static_GBseg_rich,600.0,1250.0,0.85,0.05,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,600.0,1250.0,0.85,0.1,1175.0,1200.0,1175.0,1200.0,25.0,2
static_GBseg_rich,600.0,1300.0,0.75,0.05,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,600.0,1300.0,0.75,0.1,1200.0,1200.0,1200.0,1200.0,0.0,1
static_GBseg_rich,600.0,1300.0,0.8,0.05,1175.0,1175.0,1175.0,1175.0,0.0,1
static_GBseg_rich,600.0,1300.0,0.8,0.1,1175.0,1200.0,1175.0,1200.0,25.0,2
static_GBseg_rich,600.0,1300.0,0.85,0.05,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,600.0,1300.0,0.85,0.1,1175.0,1200.0,1175.0,1200.0,25.0,2
static_GBseg_rich,600.0,1350.0,0.75,0.05,1200.0,1175.0,nan,nan,nan,0
static_GBseg_rich,600.0,1350.0,0.75,0.1,1200.0,1200.0,1200.0,1200.0,0.0,1
static_GBseg_rich,600.0,1350.0,0.8,0.05,1175.0,1175.0,1175.0,1175.0,0.0,1
static_GBseg_rich,600.0,1350.0,0.8,0.1,1175.0,1200.0,1175.0,1200.0,25.0,2
static_GBseg_rich,600.0,1350.0,0.85,0.05,1175.0,1150.0,nan,nan,nan,0
static_GBseg_rich,600.0,1350.0,0.85,0.1,1175.0,1200.0,1175.0,1200.0,25.0,2
screen_00,50.0,1250.0,0.75,0.05,1250.0,1050.0,nan,nan,nan,0
screen_00,50.0,1250.0,0.75,0.1,1250.0,1075.0,nan,nan,nan,0
screen_00,50.0,1250.0,0.8,0.05,1250.0,1075.0,nan,nan,nan,0
screen_00,50.0,1250.0,0.8,0.1,1250.0,1100.0,nan,nan,nan,0
screen_00,50.0,1250.0,0.85,0.05,1225.0,1075.0,nan,nan,nan,0
screen_00,50.0,1250.0,0.85,0.1,1225.0,1100.0,nan,nan,nan,0
screen_00,50.0,1300.0,0.75,0.05,1250.0,1075.0,nan,nan,nan,0
screen_00,50.0,1300.0,0.75,0.1,1250.0,1075.0,nan,nan,nan,0
screen_00,50.0,1300.0,0.8,0.05,1250.0,1075.0,nan,nan,nan,0
screen_00,50.0,1300.0,0.8,0.1,1250.0,1100.0,nan,nan,nan,0
screen_00,50.0,1300.0,0.85,0.05,1225.0,1100.0,nan,nan,nan,0
